algorithm,function,dim,f_best,n_evals,n_iter,seed,runtime_s,converged,x0,x1,n_runs_group,gap,x2
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006263,0.06824837485328317,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006264,0.06798424990847707,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006265,0.06838362501002848,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006266,0.06811845884658396,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,0.0915413574580054,10001,2000,2083006267,0.06923670787364244,False,1.3023887577071975,1.6972283886009896,500,0.0915413574580054,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006268,0.0703973330091685,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006269,0.15832895901985466,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006270,0.08665987499989569,False,-5.0,10.0,500,22536.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006271,0.06895649991929531,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006272,0.06918824999593198,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006273,0.06925508286803961,False,-5.0,10.0,500,22536.0,
gradient_descent,rosenbrock,2,0.2532855478104565,10001,2000,2083006274,0.06836499995552003,False,0.49735656124775823,0.24484338773211456,500,0.2532855478104565,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006275,0.06827641581185162,False,-5.0,10.0,500,22536.0,
gradient_descent,rosenbrock,2,0.01235051823549086,10001,2000,2083006276,0.06827933411113918,False,0.8889685480700789,0.7897903698853014,500,0.01235051823549086,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006277,0.06824687495827675,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006278,0.06818366702646017,False,-5.0,10.0,500,22536.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006279,0.06820650002919137,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006280,0.06892429105937481,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,0.09204531588429764,10001,2000,2083006281,0.06886241701431572,False,1.303220139638862,1.6993969453640312,500,0.09204531588429764,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006282,0.0688512499909848,False,-5.0,10.0,500,22536.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006283,0.06831562519073486,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,0.0917203412367841,10001,2000,2083006284,0.06830570800229907,False,1.3026842892170103,1.6979990878304385,500,0.0917203412367841,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006285,0.06827145791612566,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,0.25715850993837575,10001,2000,2083006286,0.06827162485569715,False,0.49352815046917853,0.24103079216788914,500,0.25715850993837575,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006287,0.0705552501603961,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006288,0.06992391613312066,False,-5.0,10.0,500,22536.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006289,0.06904587498866022,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006290,0.0683475830592215,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,0.09162931825411108,10001,2000,2083006291,0.06830879114568233,False,1.302534031434494,1.697607217611243,500,0.09162931825411108,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006292,0.0682139580603689,False,-5.0,10.0,500,22536.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006293,0.06845441600307822,False,-5.0,10.0,500,22536.0,
gradient_descent,rosenbrock,2,0.13302256587198402,10001,2000,2083006294,0.06843274994753301,False,0.635708741070784,0.4023523450612991,500,0.13302256587198402,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006295,0.0679356250911951,False,-5.0,10.0,500,22536.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006296,0.06790854199789464,False,-5.0,10.0,500,22536.0,
gradient_descent,rosenbrock,2,0.03269263052472763,10001,2000,2083006297,0.0680767078883946,False,0.819367738039247,0.6705596464752147,500,0.03269263052472763,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006298,0.06791633297689259,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006299,0.06775141693651676,False,-5.0,10.0,500,22536.0,
gradient_descent,rosenbrock,2,0.07891075723785163,10001,2000,2083006300,0.06780699989758432,False,1.2807494890602311,1.641270472053512,500,0.07891075723785163,
gradient_descent,rosenbrock,2,0.09142557611760718,10001,2000,2083006301,0.07101483317092061,False,1.302197429894603,1.6967295290554796,500,0.09142557611760718,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006302,0.06950970785692334,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006303,0.06835770793259144,False,-5.0,10.0,500,22536.0,
gradient_descent,rosenbrock,2,0.24929452097642826,10001,2000,2083006304,0.06847233301959932,False,0.5013323461851766,0.24883393730781123,500,0.24929452097642826,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006305,0.07011574995703995,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006306,0.07001420785672963,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006307,0.06942870817147195,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006308,0.06987820798531175,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,0.03621113755085681,10001,2000,2083006309,0.06916804192587733,False,0.8098979055794495,0.6550841396681658,500,0.03621113755085681,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006310,0.06872604181990027,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,0.2526372277198713,10001,2000,2083006311,0.06902845902368426,False,0.49800026876592074,0.24548732994679767,500,0.2526372277198713,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006312,0.06905379216186702,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,0.2539634765754059,10001,2000,2083006313,0.06893779197707772,False,0.4966843339274531,0.24417180451308046,500,0.2539634765754059,
gradient_descent,rosenbrock,2,0.032026341268942646,10001,2000,2083006314,0.06890387507155538,False,0.8212175262348523,0.6736034402459768,500,0.032026341268942646,
gradient_descent,rosenbrock,2,0.09836421205629806,10001,2000,2083006315,0.06859262520447373,False,0.6867247806399263,0.47009811159314796,500,0.09836421205629806,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006316,0.06843616720288992,False,-5.0,10.0,500,22536.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006317,0.06870891712605953,False,-5.0,10.0,500,22536.0,
gradient_descent,rosenbrock,2,0.17561417797557283,10001,2000,2083006318,0.06875974987633526,False,0.5814498689948554,0.3360103884570801,500,0.17561417797557283,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006319,0.06937654200010002,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006320,0.06893195817247033,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006321,0.06879620882682502,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006322,0.06850962503813207,False,-5.0,10.0,500,22536.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006323,0.06905562477186322,False,-5.0,10.0,500,22536.0,
gradient_descent,rosenbrock,2,0.03205050131669386,10001,2000,2083006324,0.0693757499102503,False,0.8211501173150332,0.6734924002045692,500,0.03205050131669386,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006325,0.06890620896592736,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006326,0.06928745796903968,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006327,0.06873779208399355,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006328,0.06862004194408655,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006329,0.06867812504060566,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,0.0901652147861666,10001,2000,2083006330,0.06866508303210139,False,1.3001068051018319,1.6912832906591553,500,0.0901652147861666,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006331,0.06853445898741484,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,0.03195167308302348,10001,2000,2083006332,0.06843574997037649,False,0.8214260187917746,0.6739469391531773,500,0.03195167308302348,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006333,0.06880449992604554,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006334,0.06919829198159277,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,0.09162889855833062,10001,2000,2083006335,0.06863445788621902,False,1.3025333384415767,1.697605410399734,500,0.09162889855833062,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006336,0.06927479105070233,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006337,0.06991829187609255,False,-5.0,10.0,500,22536.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006338,0.06996183283627033,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,0.03236421949330517,10001,2000,2083006339,0.06911412486806512,False,1.1797845400391738,1.3925376155277485,500,0.03236421949330517,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006340,0.06939941714517772,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,0.03197014970306853,10001,2000,2083006341,0.06843541609123349,False,0.8213744046994267,0.6738618950218294,500,0.03197014970306853,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006342,0.06861654203385115,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006343,0.06928579206578434,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,0.0917798436329125,10001,2000,2083006344,0.06964295799843967,False,1.3027824735546272,1.69825517557808,500,0.0917798436329125,
gradient_descent,rosenbrock,2,0.09317812446947946,10001,2000,2083006345,0.06870533316396177,False,0.6950924185835604,0.48170608906716955,500,0.09317812446947946,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006346,0.06866650003939867,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006347,0.06854170886799693,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006348,0.0685709579847753,False,-5.0,10.0,500,22536.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006349,0.06884787487797439,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006350,0.06847499986179173,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006351,0.06844770908355713,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006352,0.06900566699914634,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,0.16862517767856472,10001,2000,2083006353,0.0689813329372555,False,0.5898607233679938,0.3459084792411171,500,0.16862517767856472,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006354,0.06895483308471739,False,-5.0,10.0,500,22536.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006355,0.06888112495653331,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,0.09149284228769904,10001,2000,2083006356,0.06919612479396164,False,1.302308601477319,1.6970193839509093,500,0.09149284228769904,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006357,0.06867812480777502,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006358,0.06866500014439225,False,10.0,10.0,500,810081.0,
gradient_descent,rosenbrock,2,0.0319853682532383,10001,2000,2083006359,0.06908091600053012,False,0.8213319031694599,0.6737918695776816,500,0.0319853682532383,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006360,0.07051145797595382,False,-5.0,10.0,500,22536.0,
gradient_descent,rosenbrock,2,0.00786468838696462,10001,2000,2083006361,0.06858416693285108,False,0.9113957556884467,0.8302683748953273,500,0.00786468838696462,
gradient_descent,rosenbrock,2,22536.0,10001,2000,2083006362,0.06845170818269253,False,-5.0,10.0,500,22536.0,
gradient_descent,rosenbrock,2,810081.0,10001,2000,2083006363,0.06838912493549287,False,10.0,10.0,500,810081.0,
